id,state,team,component,env_no,environment,module,schema_name,exp_date,source_exp_date,edited_at,first_seen_at,last_seen_at
360,NH,Core,Upgrade & Patch Tasks,4,UAT,Upgrade & Patch Tasks (Core),ENV4_CORE_PATCH,2027-06-28,2027-06-28,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
201,ND,Cognos,Crypto Keys & CA Certificates,21,MO,Crypto Keys & CA Certificates (Cognos),ENV21_CGNS_CRYPTO,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
202,ND,Informatica,Crypto Keys & CA Certificates,21,MO,Crypto Keys & CA Certificates (Informatica),ENV21_INFA_CRYPTO,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
203,ND,Letters,Crypto Keys & CA Certificates,21,MO,Crypto Keys & CA Certificates (Letters),ENV21_LTRS_CRYPTO,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
204,ND,App Server,Crypto Keys & CA Certificates,21,MO,Crypto Keys & CA Certificates (App Server),ENV21_APPSRV_CRYPTO,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
205,ND,Core,Crypto Keys & CA Certificates,21,MO,Crypto Keys & CA Certificates (Core),ENV21_CORE_CRYPTO,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
206,ND,Cognos,Database Password Expiry,21,MO,Database Password Expiry (Cognos),ENV21_CGNS_DBPWD,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
207,ND,Informatica,Database Password Expiry,21,MO,Database Password Expiry (Informatica),ENV21_INFA_DBPWD,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
208,ND,Letters,Database Password Expiry,21,MO,Database Password Expiry (Letters),ENV21_LTRS_DBPWD,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
209,ND,App Server,Database Password Expiry,21,MO,Database Password Expiry (App Server),ENV21_APPSRV_DBPWD,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
210,ND,Core,Database Password Expiry,21,MO,Database Password Expiry (Core),ENV21_CORE_DBPWD,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
211,ND,Cognos,Software Versions & N-1 Tracking,21,MO,Software Versions & N-1 Tracking (Cognos),ENV21_CGNS_SWVER,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
212,ND,Informatica,Software Versions & N-1 Tracking,21,MO,Software Versions & N-1 Tracking (Informatica),ENV21_INFA_SWVER,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
213,ND,Letters,Software Versions & N-1 Tracking,21,MO,Software Versions & N-1 Tracking (Letters),ENV21_LTRS_SWVER,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
214,ND,App Server,Software Versions & N-1 Tracking,21,MO,Software Versions & N-1 Tracking (App Server),ENV21_APPSRV_SWVER,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
215,ND,Core,Software Versions & N-1 Tracking,21,MO,Software Versions & N-1 Tracking (Core),ENV21_CORE_SWVER,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
256,ND,Cognos,Upgrade & Patch Tasks,75,DEV,Upgrade & Patch Tasks (Cognos),ENV75_CGNS_PATCH,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
257,ND,Informatica,Upgrade & Patch Tasks,75,DEV,Upgrade & Patch Tasks (Informatica),ENV75_INFA_PATCH,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
258,ND,Letters,Upgrade & Patch Tasks,75,DEV,Upgrade & Patch Tasks (Letters),ENV75_LTRS_PATCH,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
259,ND,App Server,Upgrade & Patch Tasks,75,DEV,Upgrade & Patch Tasks (App Server),ENV75_APPSRV_PATCH,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
260,ND,Core,Upgrade & Patch Tasks,75,DEV,Upgrade & Patch Tasks (Core),ENV75_CORE_PATCH,2027-06-30,2027-06-30,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
161,ND,Cognos,Crypto Keys & CA Certificates,16,DR,Crypto Keys & CA Certificates (Cognos),ENV16_CGNS_CRYPTO,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
162,ND,Informatica,Crypto Keys & CA Certificates,16,DR,Crypto Keys & CA Certificates (Informatica),ENV16_INFA_CRYPTO,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
163,ND,Letters,Crypto Keys & CA Certificates,16,DR,Crypto Keys & CA Certificates (Letters),ENV16_LTRS_CRYPTO,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
164,ND,App Server,Crypto Keys & CA Certificates,16,DR,Crypto Keys & CA Certificates (App Server),ENV16_APPSRV_CRYPTO,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
165,ND,Core,Crypto Keys & CA Certificates,16,DR,Crypto Keys & CA Certificates (Core),ENV16_CORE_CRYPTO,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
166,ND,Cognos,Database Password Expiry,16,DR,Database Password Expiry (Cognos),ENV16_CGNS_DBPWD,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
167,ND,Informatica,Database Password Expiry,16,DR,Database Password Expiry (Informatica),ENV16_INFA_DBPWD,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
168,ND,Letters,Database Password Expiry,16,DR,Database Password Expiry (Letters),ENV16_LTRS_DBPWD,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
169,ND,App Server,Database Password Expiry,16,DR,Database Password Expiry (App Server),ENV16_APPSRV_DBPWD,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
170,ND,Core,Database Password Expiry,16,DR,Database Password Expiry (Core),ENV16_CORE_DBPWD,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
171,ND,Cognos,Software Versions & N-1 Tracking,16,DR,Software Versions & N-1 Tracking (Cognos),ENV16_CGNS_SWVER,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
172,ND,Informatica,Software Versions & N-1 Tracking,16,DR,Software Versions & N-1 Tracking (Informatica),ENV16_INFA_SWVER,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
173,ND,Letters,Software Versions & N-1 Tracking,16,DR,Software Versions & N-1 Tracking (Letters),ENV16_LTRS_SWVER,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
174,ND,App Server,Software Versions & N-1 Tracking,16,DR,Software Versions & N-1 Tracking (App Server),ENV16_APPSRV_SWVER,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
175,ND,Core,Software Versions & N-1 Tracking,16,DR,Software Versions & N-1 Tracking (Core),ENV16_CORE_SWVER,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
316,ND,Cognos,Upgrade & Patch Tasks,78,MO,Upgrade & Patch Tasks (Cognos),ENV78_CGNS_PATCH,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
317,ND,Informatica,Upgrade & Patch Tasks,78,MO,Upgrade & Patch Tasks (Informatica),ENV78_INFA_PATCH,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
318,ND,Letters,Upgrade & Patch Tasks,78,MO,Upgrade & Patch Tasks (Letters),ENV78_LTRS_PATCH,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
319,ND,App Server,Upgrade & Patch Tasks,78,MO,Upgrade & Patch Tasks (App Server),ENV78_APPSRV_PATCH,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
320,ND,Core,Upgrade & Patch Tasks,78,MO,Upgrade & Patch Tasks (Core),ENV78_CORE_PATCH,2027-07-19,2027-07-19,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
286,ND,Cognos,Database Password Expiry,77,UAT,Database Password Expiry (Cognos),ENV77_CGNS_DBPWD,2027-07-20,2027-07-20,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
287,ND,Informatica,Database Password Expiry,77,UAT,Database Password Expiry (Informatica),ENV77_INFA_DBPWD,2027-07-20,2027-07-20,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
288,ND,Letters,Database Password Expiry,77,UAT,Database Password Expiry (Letters),ENV77_LTRS_DBPWD,2027-07-20,2027-07-20,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
289,ND,App Server,Database Password Expiry,77,UAT,Database Password Expiry (App Server),ENV77_APPSRV_DBPWD,2027-07-20,2027-07-20,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
290,ND,Core,Database Password Expiry,77,UAT,Database Password Expiry (Core),ENV77_CORE_DBPWD,2027-07-20,2027-07-20,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
306,ND,Cognos,Database Password Expiry,78,MO,Database Password Expiry (Cognos),ENV78_CGNS_DBPWD,2027-07-20,2027-07-20,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
307,ND,Informatica,Database Password Expiry,78,MO,Database Password Expiry (Informatica),ENV78_INFA_DBPWD,2027-07-20,2027-07-20,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
308,ND,Letters,Database Password Expiry,78,MO,Database Password Expiry (Letters),ENV78_LTRS_DBPWD,2027-07-20,2027-07-20,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
309,ND,App Server,Database Password Expiry,78,MO,Database Password Expiry (App Server),ENV78_APPSRV_DBPWD,2027-07-20,2027-07-20,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
310,ND,Core,Database Password Expiry,78,MO,Database Password Expiry (Core),ENV78_CORE_DBPWD,2027-07-20,2027-07-20,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
101,AK,Cognos,Crypto Keys & CA Certificates,38,SIT,Crypto Keys & CA Certificates (Cognos),ENV38_CGNS_CRYPTO,2027-07-29,2027-07-29,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
102,AK,Informatica,Crypto Keys & CA Certificates,38,SIT,Crypto Keys & CA Certificates (Informatica),ENV38_INFA_CRYPTO,2027-07-29,2027-07-29,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
103,AK,Letters,Crypto Keys & CA Certificates,38,SIT,Crypto Keys & CA Certificates (Letters),ENV38_LTRS_CRYPTO,2027-07-29,2027-07-29,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
104,AK,App Server,Crypto Keys & CA Certificates,38,SIT,Crypto Keys & CA Certificates (App Server),ENV38_APPSRV_CRYPTO,2027-07-29,2027-07-29,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
105,AK,Core,Crypto Keys & CA Certificates,38,SIT,Crypto Keys & CA Certificates (Core),ENV38_CORE_CRYPTO,2027-07-29,2027-07-29,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
111,AK,Cognos,Software Versions & N-1 Tracking,38,SIT,Software Versions & N-1 Tracking (Cognos),ENV38_CGNS_SWVER,2027-07-29,2027-07-29,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
112,AK,Informatica,Software Versions & N-1 Tracking,38,SIT,Software Versions & N-1 Tracking (Informatica),ENV38_INFA_SWVER,2027-07-29,2027-07-29,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
113,AK,Letters,Software Versions & N-1 Tracking,38,SIT,Software Versions & N-1 Tracking (Letters),ENV38_LTRS_SWVER,2027-07-29,2027-07-29,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
114,AK,App Server,Software Versions & N-1 Tracking,38,SIT,Software Versions & N-1 Tracking (App Server),ENV38_APPSRV_SWVER,2027-07-29,2027-07-29,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
115,AK,Core,Software Versions & N-1 Tracking,38,SIT,Software Versions & N-1 Tracking (Core),ENV38_CORE_SWVER,2027-07-29,2027-07-29,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
116,AK,Cognos,Upgrade & Patch Tasks,38,SIT,Upgrade & Patch Tasks (Cognos),ENV38_CGNS_PATCH,2027-07-29,2027-07-29,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
117,AK,Informatica,Upgrade & Patch Tasks,38,SIT,Upgrade & Patch Tasks (Informatica),ENV38_INFA_PATCH,2027-07-29,2027-07-29,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
118,AK,Letters,Upgrade & Patch Tasks,38,SIT,Upgrade & Patch Tasks (Letters),ENV38_LTRS_PATCH,2027-07-29,2027-07-29,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
119,AK,App Server,Upgrade & Patch Tasks,38,SIT,Upgrade & Patch Tasks (App Server),ENV38_APPSRV_PATCH,2027-07-29,2027-07-29,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
120,AK,Core,Upgrade & Patch Tasks,38,SIT,Upgrade & Patch Tasks (Core),ENV38_CORE_PATCH,2027-07-29,2027-07-29,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
481,NH,Cognos,Crypto Keys & CA Certificates,82,DR,Crypto Keys & CA Certificates (Cognos),ENV82_CGNS_CRYPTO,2027-08-07,2027-08-07,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
482,NH,Informatica,Crypto Keys & CA Certificates,82,DR,Crypto Keys & CA Certificates (Informatica),ENV82_INFA_CRYPTO,2027-08-07,2027-08-07,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
483,NH,Letters,Crypto Keys & CA Certificates,82,DR,Crypto Keys & CA Certificates (Letters),ENV82_LTRS_CRYPTO,2027-08-07,2027-08-07,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
484,NH,App Server,Crypto Keys & CA Certificates,82,DR,Crypto Keys & CA Certificates (App Server),ENV82_APPSRV_CRYPTO,2027-08-07,2027-08-07,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
485,NH,Core,Crypto Keys & CA Certificates,82,DR,Crypto Keys & CA Certificates (Core),ENV82_CORE_CRYPTO,2027-08-07,2027-08-07,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
491,NH,Cognos,Software Versions & N-1 Tracking,82,DR,Software Versions & N-1 Tracking (Cognos),ENV82_CGNS_SWVER,2027-08-07,2027-08-07,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
492,NH,Informatica,Software Versions & N-1 Tracking,82,DR,Software Versions & N-1 Tracking (Informatica),ENV82_INFA_SWVER,2027-08-07,2027-08-07,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
493,NH,Letters,Software Versions & N-1 Tracking,82,DR,Software Versions & N-1 Tracking (Letters),ENV82_LTRS_SWVER,2027-08-07,2027-08-07,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
494,NH,App Server,Software Versions & N-1 Tracking,82,DR,Software Versions & N-1 Tracking (App Server),ENV82_APPSRV_SWVER,2027-08-07,2027-08-07,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
495,NH,Core,Software Versions & N-1 Tracking,82,DR,Software Versions & N-1 Tracking (Core),ENV82_CORE_SWVER,2027-08-07,2027-08-07,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
496,NH,Cognos,Upgrade & Patch Tasks,82,DR,Upgrade & Patch Tasks (Cognos),ENV82_CGNS_PATCH,2027-08-07,2027-08-07,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
497,NH,Informatica,Upgrade & Patch Tasks,82,DR,Upgrade & Patch Tasks (Informatica),ENV82_INFA_PATCH,2027-08-07,2027-08-07,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
498,NH,Letters,Upgrade & Patch Tasks,82,DR,Upgrade & Patch Tasks (Letters),ENV82_LTRS_PATCH,2027-08-07,2027-08-07,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
499,NH,App Server,Upgrade & Patch Tasks,82,DR,Upgrade & Patch Tasks (App Server),ENV82_APPSRV_PATCH,2027-08-07,2027-08-07,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
500,NH,Core,Upgrade & Patch Tasks,82,DR,Upgrade & Patch Tasks (Core),ENV82_CORE_PATCH,2027-08-07,2027-08-07,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
61,AK,Cognos,Crypto Keys & CA Certificates,35,SIT,Crypto Keys & CA Certificates (Cognos),ENV35_CGNS_CRYPTO,2027-08-08,2027-08-08,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
62,AK,Informatica,Crypto Keys & CA Certificates,35,SIT,Crypto Keys & CA Certificates (Informatica),ENV35_INFA_CRYPTO,2027-08-08,2027-08-08,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
63,AK,Letters,Crypto Keys & CA Certificates,35,SIT,Crypto Keys & CA Certificates (Letters),ENV35_LTRS_CRYPTO,2027-08-08,2027-08-08,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
64,AK,App Server,Crypto Keys & CA Certificates,35,SIT,Crypto Keys & CA Certificates (App Server),ENV35_APPSRV_CRYPTO,2027-08-08,2027-08-08,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
65,AK,Core,Crypto Keys & CA Certificates,35,SIT,Crypto Keys & CA Certificates (Core),ENV35_CORE_CRYPTO,2027-08-08,2027-08-08,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
76,AK,Cognos,Upgrade & Patch Tasks,35,SIT,Upgrade & Patch Tasks (Cognos),ENV35_CGNS_PATCH,2027-08-08,2027-08-08,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
77,AK,Informatica,Upgrade & Patch Tasks,35,SIT,Upgrade & Patch Tasks (Informatica),ENV35_INFA_PATCH,2027-08-08,2027-08-08,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
78,AK,Letters,Upgrade & Patch Tasks,35,SIT,Upgrade & Patch Tasks (Letters),ENV35_LTRS_PATCH,2027-08-08,2027-08-08,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
79,AK,App Server,Upgrade & Patch Tasks,35,SIT,Upgrade & Patch Tasks (App Server),ENV35_APPSRV_PATCH,2027-08-08,2027-08-08,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
80,AK,Core,Upgrade & Patch Tasks,35,SIT,Upgrade & Patch Tasks (Core),ENV35_CORE_PATCH,2027-08-08,2027-08-08,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
361,NH,Cognos,Crypto Keys & CA Certificates,5,PROD,Crypto Keys & CA Certificates (Cognos),ENV5_CGNS_CRYPTO,2027-08-16,2027-08-16,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
362,NH,Informatica,Crypto Keys & CA Certificates,5,PROD,Crypto Keys & CA Certificates (Informatica),ENV5_INFA_CRYPTO,2027-08-16,2027-08-16,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
363,NH,Letters,Crypto Keys & CA Certificates,5,PROD,Crypto Keys & CA Certificates (Letters),ENV5_LTRS_CRYPTO,2027-08-16,2027-08-16,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
364,NH,App Server,Crypto Keys & CA Certificates,5,PROD,Crypto Keys & CA Certificates (App Server),ENV5_APPSRV_CRYPTO,2027-08-16,2027-08-16,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
365,NH,Core,Crypto Keys & CA Certificates,5,PROD,Crypto Keys & CA Certificates (Core),ENV5_CORE_CRYPTO,2027-08-16,2027-08-16,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
371,NH,Cognos,Software Versions & N-1 Tracking,5,PROD,Software Versions & N-1 Tracking (Cognos),ENV5_CGNS_SWVER,2027-08-16,2027-08-16,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
372,NH,Informatica,Software Versions & N-1 Tracking,5,PROD,Software Versions & N-1 Tracking (Informatica),ENV5_INFA_SWVER,2027-08-16,2027-08-16,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
373,NH,Letters,Software Versions & N-1 Tracking,5,PROD,Software Versions & N-1 Tracking (Letters),ENV5_LTRS_SWVER,2027-08-16,2027-08-16,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
374,NH,App Server,Software Versions & N-1 Tracking,5,PROD,Software Versions & N-1 Tracking (App Server),ENV5_APPSRV_SWVER,2027-08-16,2027-08-16,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
375,NH,Core,Software Versions & N-1 Tracking,5,PROD,Software Versions & N-1 Tracking (Core),ENV5_CORE_SWVER,2027-08-16,2027-08-16,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
376,NH,Cognos,Upgrade & Patch Tasks,5,PROD,Upgrade & Patch Tasks (Cognos),ENV5_CGNS_PATCH,2027-08-16,2027-08-16,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
377,NH,Informatica,Upgrade & Patch Tasks,5,PROD,Upgrade & Patch Tasks (Informatica),ENV5_INFA_PATCH,2027-08-16,2027-08-16,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
378,NH,Letters,Upgrade & Patch Tasks,5,PROD,Upgrade & Patch Tasks (Letters),ENV5_LTRS_PATCH,2027-08-16,2027-08-16,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
379,NH,App Server,Upgrade & Patch Tasks,5,PROD,Upgrade & Patch Tasks (App Server),ENV5_APPSRV_PATCH,2027-08-16,2027-08-16,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
380,NH,Core,Upgrade & Patch Tasks,5,PROD,Upgrade & Patch Tasks (Core),ENV5_CORE_PATCH,2027-08-16,2027-08-16,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
246,ND,Cognos,Database Password Expiry,75,DEV,Database Password Expiry (Cognos),ENV75_CGNS_DBPWD,2027-08-17,2027-08-17,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
247,ND,Informatica,Database Password Expiry,75,DEV,Database Password Expiry (Informatica),ENV75_INFA_DBPWD,2027-08-17,2027-08-17,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
248,ND,Letters,Database Password Expiry,75,DEV,Database Password Expiry (Letters),ENV75_LTRS_DBPWD,2027-08-17,2027-08-17,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
249,ND,App Server,Database Password Expiry,75,DEV,Database Password Expiry (App Server),ENV75_APPSRV_DBPWD,2027-08-17,2027-08-17,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
250,ND,Core,Database Password Expiry,75,DEV,Database Password Expiry (Core),ENV75_CORE_DBPWD,2027-08-17,2027-08-17,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
386,NH,Cognos,Database Password Expiry,52,DEV,Database Password Expiry (Cognos),ENV52_CGNS_DBPWD,2027-08-24,2027-08-24,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
387,NH,Informatica,Database Password Expiry,52,DEV,Database Password Expiry (Informatica),ENV52_INFA_DBPWD,2027-08-24,2027-08-24,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
388,NH,Letters,Database Password Expiry,52,DEV,Database Password Expiry (Letters),ENV52_LTRS_DBPWD,2027-08-24,2027-08-24,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
389,NH,App Server,Database Password Expiry,52,DEV,Database Password Expiry (App Server),ENV52_APPSRV_DBPWD,2027-08-24,2027-08-24,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
390,NH,Core,Database Password Expiry,52,DEV,Database Password Expiry (Core),ENV52_CORE_DBPWD,2027-08-24,2027-08-24,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
406,NH,Cognos,Database Password Expiry,53,SIT,Database Password Expiry (Cognos),ENV53_CGNS_DBPWD,2027-08-24,2027-08-24,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
407,NH,Informatica,Database Password Expiry,53,SIT,Database Password Expiry (Informatica),ENV53_INFA_DBPWD,2027-08-24,2027-08-24,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
408,NH,Letters,Database Password Expiry,53,SIT,Database Password Expiry (Letters),ENV53_LTRS_DBPWD,2027-08-24,2027-08-24,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
409,NH,App Server,Database Password Expiry,53,SIT,Database Password Expiry (App Server),ENV53_APPSRV_DBPWD,2027-08-24,2027-08-24,,2026-09-02T12:43:42.332179+00:00,2026-09-02T12:43:42.332179+00:00
